namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
tasks,inviteTaskDetail,🔄 邀請好友 ({current}/{max}),🔄 邀请好友 ({current}/{max}),🔄 Invite Friends ({current}/{max}),,,,,,,,,,,,,,🔄 دعوة الأصدقاء ({current}/{max}),,,,,,,,,,,,,,,,,
tasks,inviteTaskPerPerson,每邀請 1 人 → 每日額度永久 +1,每邀请 1 人 → 每日额度永久 +1,Invite 1 person → Daily quota permanently +1,,,,,,,,,,,,,,دعوة شخص واحد → حصة يومية دائمة +1,,,,,,,,,,,,,,,,,
tasks,inviteTasksHeader,👥 **邀請任務** (持續進行中),👥 **邀请任务** (持续进行中),👥 **Invitation Task** (Ongoing),,,,,,,,,,,,,,👥 **مهمة الدعوة** (قيد التنفيذ),,,,,,,,,,,,,,,,,
tasks,joinChannelButton,📢 加入官方頻道,📢 加入官方频道,📢 Join Official Channel,,,,,,,,,,,,,,📢 انضم إلى القناة الرسمية,,,,,,,,,,,,,,,,,
tasks,joinChannelDesc,"點擊下方按鈕加入 XunNi 官方頻道，獲取最新消息和活動！

加入後點擊「我已加入」按鈕領取獎勵 🎁","点击下方按钮加入 XunNi 官方频道，获取最新消息和活动！

加入后点击「我已加入」按钮领取奖励 🎁","Click the button below to join the XunNi Official Channel for the latest news and events!

After joining, click the 'I have joined' button to claim your reward 🎁",,,,,,,,,,,,,,"انقر على الزر أدناه للانضمام إلى قناة XunNi الرسمية للحصول على آخر الأخبار والفعاليات!

بعد الانضمام، انقر على زر 'لقد انضممت' للمطالبة بمكافأتك 🎁",,,,,,,,,,,,,,,,,
tasks,joinChannelTitle,📢 **加入官方頻道**,📢 **加入官方频道**,📢 **Join Official Channel**,,,,,,,,,,,,,,📢 **انضم إلى القناة الرسمية**,,,,,,,,,,,,,,,,,
tasks,joinChannelVerifyButton,✅ 我已加入，領取獎勵,✅ 我已加入，领取奖励,"✅ I have joined, claim reward",,,,,,,,,,,,,,✅ لقد انضممت، احصل على المكافأة,,,,,,,,,,,,,,,,,
tasks,oneTimeCompleted,• 一次性任務：{completed}/{total} 已完成,• 一次性任务：{completed}/{total} 已完成,• One-time Task: {completed}/{total} completed,,,,,,,,,,,,,,• مهمة لمرة واحدة: {completed}/{total} مكتملة,,,,,,,,,,,,,,,,,
tasks,oneTimeRewards,• 一次性獎勵：{count} 個瓶子（當天有效）,• 一次性奖励：{count} 个瓶子（当天有效）,• One-time Reward: {count} bottles (valid for the day),,,,,,,,,,,,,,• مكافأة لمرة واحدة: {count} زجاجات (صالحة لليوم),,,,,,,,,,,,,,,,,
tasks,pendingClaim,(待領取),(待领取),(Pending),,,,,,,,,,,,,,(قيد الانتظار),,,,,,,,,,,,,,,,,
tasks,permanentRewards,• 永久獎勵：{count} 個瓶子（每天發放）,• 永久奖励：{count} 个瓶子（每天发放）,• Permanent Reward: {count} bottles (distributed daily),,,,,,,,,,,,,,• مكافأة دائمة: {count} زجاجات (تصدر يوميًا),,,,,,,,,,,,,,,,,
tasks,profileTasksHeader,👤 **個人資料任務** ({completed}/{total}),👤 **个人资料任务** ({completed}/{total}),👤 **Profile Task** ({completed}/{total}),,,,,,,,,,,,,,👤 **مهمة الملف الشخصي** ({completed}/{total}),,,,,,,,,,,,,,,,,
tasks,rewardsHeader,🎁 **已獲得**,🎁 **已获得**,🎁 **Earned**,,,,,,,,,,,,,,🎁 **تم الاستلام**,,,,,,,,,,,,,,,,,
tasks,socialTasksHeader,📱 **社交媒體任務** ({completed}/{total}),📱 **社交媒体任务** ({completed}/{total}),📱 **Social Media Task** ({completed}/{total}),,,,,,,,,,,,,,📱 **مهمة وسائل التواصل الاجتماعي** ({completed}/{total}),,,,,,,,,,,,,,,,,
tasks,summaryHeader,📊 **總進度**,📊 **总进度**,📊 **Total Progress**,,,,,,,,,,,,,,📊 **الإجمالي**,,,,,,,,,,,,,,,,,
tasks,systemError,❌ 查看任務中心時系統發生錯誤，請稍後再試。,❌ 查看任务中心时系统发生错误，请稍后再试。,"❌ An error occurred while checking the task center, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ أثناء الوصول إلى مركز المهام، يرجى المحاولة مرة أخرى لاحقًا.,,,,,,,,,,,,,,,,,
tasks,unknownTaskType,⚠️ 未知的任務類型,⚠️ 未知的任务类型,⚠️ Unknown task type,,,,,,,,,,,,,,⚠️ نوع مهمة غير معروف,,,,,,,,,,,,,,,,,
tasks,userNotFound,⚠️ 找不到用戶資料，請先使用 /start 註冊。,⚠️ 找不到用户资料，请先使用 /start 注册。,"⚠️ User data not found, please register using /start first.",,,,,,,,,,,,,,⚠️ لم يتم العثور على بيانات المستخدم، يرجى التسجيل باستخدام /start أولاً.,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeA,🩸 A 型,🩸 A 型,🩸 Type A,,,,,,,,,,,,,,🩸 نوع A,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeAB,🩸 AB 型,🩸 AB 型,🩸 AB Type,,,,,,,,,,,,,,🩸 نوع الدم AB,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeAny,🌈 任何血型,🌈 任何血型,🌈 Any Blood Type,,,,,,,,,,,,,,🌈 أي نوع دم,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeB,🩸 B 型,🩸 B 型,🩸 B Type,,,,,,,,,,,,,,🩸 نوع الدم B,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeCurrent,當前選擇：{{type}},当前选择：{{type}},Current Selection: {{type}},,,,,,,,,,,,,,الإختيار الحالي: {{type}},,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeHint,選擇你想要配對的血型：,选择你想要配对的血型：,Choose the blood type you want to match:,,,,,,,,,,,,,,اختر نوع الدم الذي ترغب في مطابقته:,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeO,🩸 O 型,🩸 O 型,🩸 O Type,,,,,,,,,,,,,,🩸 نوع الدم O,,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeSelected,✅ 已選擇 {{type}},✅ 已选择 {{type}},✅ Selected {{type}},,,,,,,,,,,,,,✅ تم اختيار {{type}},,,,,,,,,,,,,,,,,
throwAdvanced,bloodTypeTitle,🩸 **血型篩選**,🩸 **血型筛选**,🩸 **Blood Type Filter**,,,,,,,,,,,,,,🩸 **فلتر نوع الدم**,,,,,,,,,,,,,,,,,
throwAdvanced,buttonBack,⬅️ 返回,⬅️ 返回,⬅️ Back,,,,,,,,,,,,,,⬅️ عودة,,,,,,,,,,,,,,,,,
throwAdvanced,buttonBloodType,🩸 血型篩選,🩸 血型筛选,🩸 Blood Type Filter,,,,,,,,,,,,,,🩸 فلتر نوع الدم,,,,,,,,,,,,,,,,,
throwAdvanced,buttonClear,🔄 清除選擇,🔄 清除选择,🔄 Clear Selection,,,,,,,,,,,,,,🔄 مسح الاختيار,,,,,,,,,,,,,,,,,
throwAdvanced,buttonDone,✅ 完成篩選，輸入內容,✅ 完成筛选，输入内容,"✅ Filtering Complete, Enter Content",,,,,,,,,,,,,,✅ اكتمل الفلترة، ادخل التفاصيل,,,,,,,,,,,,,,,,,
throwAdvanced,buttonGender,👤 性別篩選,👤 性别筛选,👤 Gender Filter,,,,,,,,,,,,,,👤 فلتر الجنس,,,,,,,,,,,,,,,,,
throwAdvanced,buttonMbti,🧠 MBTI 篩選,🧠 MBTI 筛选,🧠 MBTI Filter,,,,,,,,,,,,,,🧠 فلتر MBTI,,,,,,,,,,,,,,,,,
throwAdvanced,buttonReturn,🏠 返回主選單,🏠 返回主选单,🏠 Return to Main Menu,,,,,,,,,,,,,,🏠 العودة إلى القائمة الرئيسية,,,,,,,,,,,,,,,,,
throwAdvanced,buttonZodiac,⭐ 星座篩選,⭐ 星座筛选,⭐ Zodiac Filter,,,,,,,,,,,,,,⭐ فلتر الأبراج,,,,,,,,,,,,,,,,,
throwAdvanced,contentContact,• 不要包含個人聯絡方式,• 不要包含个人联络方式,• Do not include personal contact information,,,,,,,,,,,,,,• لا تتضمن معلومات الاتصال الشخصية,,,,,,,,,,,,,,,,,
throwAdvanced,contentHint,💡 提示：,💡 提示：,💡 Tip:,,,,,,,,,,,,,,💡 نصيحة:,,,,,,,,,,,,,,,,,
throwAdvanced,contentMax,• 最多 250 個字符,• 最多 250 个字符,• Up to 250 characters,,,,,,,,,,,,,,• حتى 250 حرف,,,,,,,,,,,,,,,,,
throwAdvanced,contentMedia,• 不允許連結、圖片、多媒體,• 不允许连结、图片、多媒体,"• Links, images, and multimedia are not allowed",,,,,,,,,,,,,,• لا يُسمح بالروابط أو الصور أو الوسائط المتعددة,,,,,,,,,,,,,,,,,
throwAdvanced,contentMin,• 最短 5 個字符,• 最短 5 个字符,• Minimum 5 characters,,,,,,,,,,,,,,• حد أدنى 5 أحرف,,,,,,,,,,,,,,,,,
throwAdvanced,contentPrompt,📝 請輸入你的漂流瓶內容：,📝 请输入你的漂流瓶内容：,📝 Please enter your Drift Bottle content:,,,,,,,,,,,,,,📝 يرجى إدخال محتوى زجاجة الرسائل الخاصة بك:,,,,,,,,,,,,,,,,,
throwAdvanced,contentRespect,• 友善、尊重的內容更容易被撿到哦～,• 友善、尊重的内容更容易被捡到哦～,• Friendly and respectful content is more likely to be picked up~,,,,,,,,,,,,,,• المحتوى الودود والمحترم يكون أسهل في الاختيار～,,,,,,,,,,,,,,,,,
throwAdvanced,continueHint,💡 繼續調整或完成篩選：,💡 继续调整或完成筛选：,💡 Continue adjusting or finish filtering:,,,,,,,,,,,,,,💡 تابع التعديل أو أكمل التصفية:,,,,,,,,,,,,,,,,,
throwAdvanced,errorGeneric,❌ 發生錯誤,❌ 发生错误,❌ An error has occurred,,,,,,,,,,,,,,❌ حدث خطأ,,,,,,,,,,,,,,,,,
throwAdvanced,filterComplete,✅ 篩選完成,✅ 筛选完成,✅ Filtering completed,,,,,,,,,,,,,,✅ التصفية مكتملة,,,,,,,,,,,,,,,,,
throwAdvanced,filterSummary,✅ 篩選條件已設定：,✅ 筛选条件已设定：,✅ Filter conditions set:,,,,,,,,,,,,,,✅ تم تعيين معايير التصفية:,,,,,,,,,,,,,,,,,
throwAdvanced,genderAny,🌈 任何人,🌈 任何人,🌈 Anyone,,,,,,,,,,,,,,🌈 أي شخص,,,,,,,,,,,,,,,,,
throwAdvanced,genderCurrent,當前選擇：{{gender}},当前选择：{{gender}},Current selection: {{gender}},,,,,,,,,,,,,,الاختيار الحالي: {{gender}},,,,,,,,,,,,,,,,,
throwAdvanced,genderFemale,👩 女生,👩 女生,👩 Female,,,,,,,,,,,,,,👩 أنثى,,,,,,,,,,,,,,,,,
throwAdvanced,genderHint,💡 選擇你想要的性別：,💡 选择你想要的性别：,💡 Choose your desired gender:,,,,,,,,,,,,,,💡 اختر الجنس الذي تريده:,,,,,,,,,,,,,,,,,
throwAdvanced,genderMale,👨 男生,👨 男生,👨 Male,,,,,,,,,,,,,,👨 ذكر,,,,,,,,,,,,,,,,,
throwAdvanced,genderSelected,✅ 已選擇 {{gender}},✅ 已选择 {{gender}},✅ Selected {{gender}},,,,,,,,,,,,,,✅ تم اختيار {{gender}},,,,,,,,,,,,,,,,,
throwAdvanced,genderTitle,👤 **性別篩選**,👤 **性别筛选**,👤 **Gender Filter**,,,,,,,,,,,,,,👤 **فلتر الجنس**,,,,,,,,,,,,,,,,,
throwAdvanced,hintCombine,💡 可以組合多個條件,💡 可以组合多个条件,💡 You can combine multiple conditions,,,,,,,,,,,,,,💡 يمكنك دمج معايير متعددة,,,,,,,,,,,,,,,,,
throwAdvanced,mbtiAdded,✅ 已選擇 {{type}},✅ 已选择 {{type}},✅ Selected {{type}},,,,,,,,,,,,,,✅ تم اختيار {{type}},,,,,,,,,,,,,,,,,
throwAdvanced,mbtiCancelled,❌ 已取消 {{type}},❌ 已取消 {{type}},❌ Canceled {{type}},,,,,,,,,,,,,,❌ تم إلغاء {{type}},,,,,,,,,,,,,,,,,
throwAdvanced,mbtiHint,💡 點擊選擇或取消 MBTI 類型：,💡 点击选择或取消 MBTI 类型：,💡 Click to select or cancel MBTI type:,,,,,,,,,,,,,,💡 انقر للاختيار أو إلغاء نوع MBTI:,,,,,,,,,,,,,,,,,
throwAdvanced,mbtiSelected,已選擇：{{types}},已选择：{{types}},Selected: {{types}},,,,,,,,,,,,,,المختار: {{types}},,,,,,,,,,,,,,,,,
throwAdvanced,mbtiTitle,🧠 **MBTI 篩選**,🧠 **MBTI 筛选**,🧠 **MBTI Filter**,,,,,,,,,,,,,,🧠 **فلتر MBTI**,,,,,,,,,,,,,,,,,
throwAdvanced,optionBloodType,• 血型：篩選特定血型,• 血型：筛选特定血型,• Blood Type: Filter by specific blood type,,,,,,,,,,,,,,• فصيلة الدم: تصفية حسب فصيلة الدم المحددة,,,,,,,,,,,,,,,,,
throwAdvanced,optionGender,• 性別：篩選性別,• 性别：筛选性别,• Gender: Filter by gender,,,,,,,,,,,,,,• الجنس: تصفية حسب الجنس,,,,,,,,,,,,,,,,,
throwAdvanced,optionMbti,• MBTI：篩選特定性格類型,• MBTI：筛选特定性格类型,• MBTI: Filter by specific personality type,,,,,,,,,,,,,,• MBTI: تصفية حسب نوع الشخصية المحدد,,,,,,,,,,,,,,,,,
throwAdvanced,optionZodiac,• 星座：篩選特定星座,• 星座：筛选特定星座,• Zodiac: Filter by specific zodiac sign,,,,,,,,,,,,,,• برج: تصفية حسب علامة البرج المحددة,,,,,,,,,,,,,,,,,
throwAdvanced,optionsTitle,選擇你想要篩選的條件：,选择你想要筛选的条件：,Select the criteria you want to filter by:,,,,,,,,,,,,,,اختر المعايير التي تريد التصفية بناءً عليها:,,,,,,,,,,,,,,,,,
throwAdvanced,sessionExpired,⚠️ 會話已過期，請重新開始：/throw,⚠️ 会话已过期，请重新开始：/throw,"⚠️ Session has expired, please restart: /throw",,,,,,,,,,,,,,⚠️ انتهت الجلسة ، يرجى إعادة التشغيل: /throw,,,,,,,,,,,,,,,,,
throwAdvanced,summaryGender,• 性別：{{gender}},• 性别：{{gender}},• Gender: {{gender}},,,,,,,,,,,,,,• الجنس: {{gender}},,,,,,,,,,,,,,,,,
throwAdvanced,summaryMbti,• MBTI：{{mbti}},• MBTI：{{mbti}},• MBTI: {{mbti}},,,,,,,,,,,,,,• MBTI: {{mbti}},,,,,,,,,,,,,,,,,
throwAdvanced,summaryTitle,當前篩選條件：,当前筛选条件：,Current filtering criteria:,,,,,,,,,,,,,,معايير التصفية الحالية:,,,,,,,,,,,,,,,,,
throwAdvanced,summaryZodiac,• 星座：{{zodiac}},• 星座：{{zodiac}},• Zodiac: {{zodiac}},,,,,,,,,,,,,,• برج: {{zodiac}},,,,,,,,,,,,,,,,,
throwAdvanced,title,⚙️ **進階篩選（VIP 專屬）**,⚙️ **进阶筛选（VIP 专属）**,⚙️ **Advanced Filtering (VIP Exclusive)**,,,,,,,,,,,,,,⚙️ **تصفية متقدمة (حصري لأعضاء VIP)**,,,,,,,,,,,,,,,,,
throwAdvanced,vipOnly,⚠️ 此功能僅限 VIP 會員使用,⚠️ 此功能仅限 VIP 会员使用,⚠️ This feature is for VIP members only,,,,,,,,,,,,,,⚠️ هذه الميزة لأعضاء VIP فقط,,,,,,,,,,,,,,,,,
throwAdvanced,zodiacAdded,✅ 已選擇 {{sign}},✅ 已选择 {{sign}},✅ Selected {{sign}},,,,,,,,,,,,,,✅ تم اختيار {{sign}},,,,,,,,,,,,,,,,,
throwAdvanced,zodiacCancelled,❌ 已取消 {{sign}},❌ 已取消 {{sign}},❌ Canceled {{sign}},,,,,,,,,,,,,,❌ تم إلغاء {{sign}},,,,,,,,,,,,,,,,,
throwAdvanced,zodiacHint,💡 點擊選擇或取消星座：,💡 点击选择或取消星座：,💡 Click to select or deselect zodiac:,,,,,,,,,,,,,,💡 انقر للاختيار أو الإلغاء للبرج:,,,,,,,,,,,,,,,,,
throwAdvanced,zodiacSelected,已選擇：{{signs}},已选择：{{signs}},Selected: {{signs}},,,,,,,,,,,,,,المختارة: {{signs}},,,,,,,,,,,,,,,,,
throwAdvanced,zodiacTitle,⭐ **星座篩選**,⭐ **星座筛选**,⭐ **Zodiac Filtering**,,,,,,,,,,,,,,⭐ **تصفية الأبراج**,,,,,,,,,,,,,,,,,
tutorial,buttonSkip,跳過,跳过,Skip,,,,,,,,,,,,,,تخطي,,,,,,,,,,,,,,,,,
tutorial,buttonStartUsing,開始使用 →,开始使用 →,Get Started →,,,,,,,,,,,,,,ابدأ الاستخدام →,,,,,,,,,,,,,,,,,
tutorial,catchBottleDescription,看看別人的漂流瓶，有興趣就回覆開始聊天,看看别人的漂流瓶，有兴趣就回覆开始聊天,See others' Drift Bottles and reply to start chatting if interested.,,,,,,,,,,,,,,تفقد زجاجات الرسائل للأخرين، رد إذا كنت مهتمًا لبدء الدردشة,,,,,,,,,,,,,,,,,
tutorial,catchBottleTitle,🎣 **撿起漂流瓶**,🎣 **捡起漂流瓶**,🎣 **Pick Up Drift Bottle**,,,,,,,,,,,,,,🎣 **التقاط زجاجة الرسائل**,,,,,,,,,,,,,,,,,
tutorial,completed,✅ 教學已完成！,✅ 教学已完成！,✅ Tutorial Completed!,,,,,,,,,,,,,,✅ تم إكمال البرنامج التعليمي!,,,,,,,,,,,,,,,,,
tutorial,errorActionFailed,❌ 操作失敗,❌ 操作失败,❌ Operation Failed,,,,,,,,,,,,,,❌ فشل العملية,,,,,,,,,,,,,,,,,
tutorial,errorStartFailed,❌ 啟動教學時發生錯誤，請稍後再試。,❌ 启动教学时发生错误，请稍后再试。,"❌ An error occurred while starting the tutorial, please try again later.",,,,,,,,,,,,,,❌ حدث خطأ أثناء بدء البرنامج التعليمي، يرجى المحاولة لاحقًا.,,,,,,,,,,,,,,,,,
tutorial,errorUnknownAction,❌ 未知操作,❌ 未知操作,❌ Unknown Operation,,,,,,,,,,,,,,❌ عملية غير معروفة,,,,,,,,,,,,,,,,,
tutorial,errorUnknownStep,❌ 未知的教學步驟,❌ 未知的教学步骤,❌ Unknown Tutorial Step,,,,,,,,,,,,,,❌ خطوة البرنامج التعليمي غير معروفة,,,,,,,,,,,,,,,,,
tutorial,errorUserNotFound,❌ 找不到用戶資料，請先使用 /start 註冊。,❌ 找不到用户资料，请先使用 /start 注册。,"❌ User data not found, please register first using /start.",,,,,,,,,,,,,,❌ لم يتم العثور على بيانات المستخدم، يرجى التسجيل أولاً باستخدام /start.,,,,,,,,,,,,,,,,,
tutorial,errorUserNotFoundCallback,❌ 找不到用戶資料,❌ 找不到用户资料,❌ User data not found,,,,,,,,,,,,,,❌ لم يتم العثور على بيانات المستخدم,,,,,,,,,,,,,,,,,
tutorial,howToBecomeFriendsDescription,你撿瓶回覆 → 對方也回覆 → 開始匿名聊天,你捡瓶回覆 → 对方也回覆 → 开始匿名聊天,You picked up a bottle → The other party replied → Start anonymous chat,,,,,,,,,,,,,,لقد التقطت زجاجة → الطرف الآخر رد → ابدأ الدردشة المجهولة,,,,,,,,,,,,,,,,,
tutorial,howToBecomeFriendsTitle,💬 **如何成為朋友？**,💬 **如何成为朋友？ **,💬 **How to Make Friends?**,,,,,,,,,,,,,,💬 **كيف تصبح أصدقاء؟**,,,,,,,,,,,,,,,,,
tutorial,readyHint,💡 完成任務可獲得額外瓶子,💡 完成任务可获得额外瓶子,💡 Complete tasks to earn extra bottles,,,,,,,,,,,,,,💡 أكمل المهام لكسب زجاجات إضافية,,,,,,,,,,,,,,,,,
tutorial,readyTitle,🎉 **準備好了！開始交朋友吧～**,🎉 **准备好了！开始交朋友吧～**,🎉 **Ready! Let's start making friends～**,,,,,,,,,,,,,,🎉 **جاهز! لنصبح أصدقاء～**,,,,,,,,,,,,,,,,,
tutorial,registrationComplete,🎉 恭喜完成註冊！,🎉 恭喜完成注册！,🎉 Congratulations on completing registration!,,,,,,,,,,,,,,🎉 مبروك على إتمام التسجيل!,,,,,,,,,,,,,,,,,
tutorial,skipped,✅ 已跳過教學,✅ 已跳过教学,✅ Tutorial Skipped,,,,,,,,,,,,,,✅ تم تجاوز البرنامج التعليمي,,,,,,,,,,,,,,,,,
tutorial,skippedCommand1,• /throw - 丟出漂流瓶,• /throw - 丢出漂流瓶,• /throw - Throw a Drift Bottle,,,,,,,,,,,,,,• /throw - ارمِ زجاجة الرسائل,,,,,,,,,,,,,,,,,
tutorial,skippedCommand2,• /catch - 撿起漂流瓶,• /catch - 捡起漂流瓶,• /catch - Pick Up Drift Bottle,,,,,,,,,,,,,,• /catch - التقاط زجاجة الرسائل,,,,,,,,,,,,,,,,,
tutorial,skippedCommand3,• /tasks - 查看任務中心,• /tasks - 查看任务中心,• /tasks - View Task Center,,,,,,,,,,,,,,• /tasks - عرض مركز المهام,,,,,,,,,,,,,,,,,
tutorial,skippedCommand4,• /help - 查看幫助,• /help - 查看帮助,• /help - View Help,,,,,,,,,,,,,,• /help - عرض المساعدة,,,,,,,,,,,,,,,,,
tutorial,skippedHint,你可以隨時使用以下命令：,你可以随时使用以下命令：,You can use the following commands anytime:,,,,,,,,,,,,,,يمكنك استخدام الأوامر التالية في أي وقت:,,,,,,,,,,,,,,,,,
tutorial,throwBottleDescription,寫下你的心情或想法，系統會幫你找到合適的人,写下你的心情或想法，系统会帮你找到合适的人,"Write down your feelings or thoughts, and the system will find suitable people for you.",,,,,,,,,,,,,,اكتب مشاعرك أو أفكارك، وسيساعدك النظام في العثور على الأشخاص المناسبين.,,,,,,,,,,,,,,,,,
tutorial,throwBottleTitle,📦 **丟出漂流瓶**,📦 **丢出漂流瓶**,📦 **Throw Drift Bottle**,,,,,,,,,,,,,,📦 **أرسل زجاجة الرسائل**,,,,,,,,,,,,,,,,,
tutorial,whatIsXunNiDescription,匿名漂流瓶交友平台，透過 MBTI 和星座幫你找到志同道合的朋友,匿名漂流瓶交友平台，透过 MBT​​I 和星座帮你找到志同道合的朋友,An anonymous Drift Bottle friend-making platform that helps you find like-minded friends through MBTI and zodiac signs.,,,,,,,,,,,,,,منصة زجاجة الرسائل الاجتماعية المجهولة التي تساعدك في العثور على أصدقاء متشابهين من خلال MBTI وأبراجك.,,,,,,,,,,,,,,,,,
tutorial,whatIsXunNiTitle,🌊 **XunNi 是什麼？**,🌊 **XunNi 是什么？ **,🌊 **What is XunNi?**,,,,,,,,,,,,,,🌊 **ما هو XunNi؟**,,,,,,,,,,,,,,,,,
vip,alreadyVip,✨ **你已經是 VIP 會員**,✨ **你已经是 VIP 会员**,✨ **You are already a VIP member**,,,,,,,,,,,,,,✨ **أنت بالفعل عضو VIP**,,,,,,,,,,,,,,,,,
vip,alreadyVipTitle,✨ **你已經是 VIP 會員**,✨ **你已经是 VIP 会员**,✨ **You are already a VIP member**,,,,,,,,,,,,,,✨ **أنت بالفعل عضو VIP**,,,,,,,,,,,,,,,,,
vip,autoRenewal,🔄 **自動續費**：每月自動扣款，無需手動續費,🔄 **自动续费**：每月自动扣款，无需手动续费,"🔄 **Auto-Renewal**: Monthly automatic deductions, no manual renewal required",,,,,,,,,,,,,,🔄 **التجديد التلقائي**: يتم الفوترة تلقائيًا شهريًا، لا داعي للتجديد اليدوي,,,,,,,,,,,,,,,,,
vip,autoTranslate,• 34 種語言自動翻譯（OpenAI 優先）,• 34 种语言自动翻译（OpenAI 优先）,• 34 languages automatically translated (OpenAI preferred),,,,,,,,,,,,,,• 34 لغة تُترجم تلقائيًا (أولوية لـ OpenAI),,,,,,,,,,,,,,,,,
vip,autoTranslateDetail,- 優先使用 OpenAI GPT 模型翻譯（高品質）,- 优先使用 OpenAI GPT 模型翻译（高品质）,- Priority translation using OpenAI GPT model (high quality),,,,,,,,,,,,,,- تفضيل استخدام نموذج OpenAI GPT للترجمة (عالية الجودة),,,,,,,,,,,,,,,,,
vip,benefitAutoTranslate,• 34 種語言自動翻譯（OpenAI 優先）,• 34 种语言自动翻译（OpenAI 优先）,• 34 languages automatically translated (OpenAI preferred),,,,,,,,,,,,,,• 34 لغة تُترجم تلقائيًا (أولوية لـ OpenAI),,,,,,,,,,,,,,,,,
vip,benefitAutoTranslateDetail,- 優先使用 OpenAI GPT 模型翻譯（高品質）,- 优先使用 OpenAI GPT 模型翻译（高品质）,- Priority translation using OpenAI GPT model (high quality),,,,,,,,,,,,,,- تفضيل استخدام نموذج OpenAI GPT للترجمة (عالية الجودة),,,,,,,,,,,,,,,,,
vip,benefitClearAvatar,• 解鎖對方清晰頭像,• 解锁对方清晰头像,• Unlock clear avatars of others,,,,,,,,,,,,,,• فتح صور البروفايل الواضحة للآخرين,,,,,,,,,,,,,,,,,
vip,benefitFilterOptions,• 可篩選 MBTI、星座、血型,• 可筛选 MBTI、星座、血型,"• Filter by MBTI, zodiac, and blood type",,,,,,,,,,,,,,• تصفية حسب MBTI، البرج، وفصيلة الدم,,,,,,,,,,,,,,,,,
vip,benefitFilterOptionsDetail,• 可篩選配對對象的 MBTI 和星座,• 可筛选配对对象的 MBTI 和星座,• Filter match candidates by MBTI and zodiac,,,,,,,,,,,,,,• تصفية المرشحين المتطابقين حسب MBTI وأبراجهم,,,,,,,,,,,,,,,,,
vip,benefitMoreBottles,• 每天 30 個漂流瓶配額,• 每天 30 个漂流瓶配额,• 30 Drift Bottle quotas per day,,,,,,,,,,,,,,• 30 زجاجة رسائل كحد أقصى يوميًا,,,,,,,,,,,,,,,,,
vip,benefitMoreBottlesDetail,• 每天 30 個漂流瓶配額（邀請好友可增加，最高 100 個/天）,• 每天 30 个漂流瓶配额（邀请好友可增加，最高 100 个/天）,"• 30 Drift Bottle quotas per day (increase by inviting friends, up to 100 per day)",,,,,,,,,,,,,,• 30 زجاجة رسائل كحد أقصى يوميًا (ادعُ الأصدقاء لزيادة العدد، حتى 100 يوميًا),,,,,,,,,,,,,,,,,
vip,benefitNoAds,• 無廣告體驗,• 无广告体验,• Ad-free experience,,,,,,,,,,,,,,• تجربة خالية من الإعلانات,,,,,,,,,,,,,,,,,
vip,benefitTripleExposure,• 🆕 三倍曝光機會！一次丟瓶子觸發 3 個對象,• 🆕 三倍曝光机会！一次丢瓶子触发 3 个对象,• 🆕 Triple exposure opportunity! Throwing one bottle triggers 3 targets,,,,,,,,,,,,,,• 🆕 فرصة تعرض ثلاثية! إرسال الزجاجة ينشط 3 أهداف,,,,,,,,,,,,,,,,,
vip,benefitTripleExposureDetail,└ 1 個智能配對 + 2 個公共池,└ 1 个智能配对 + 2 个公共池,└ 1 Intelligent match + 2 Public pool,,,,,,,,,,,,,,└ 1 تطابق ذكي + 2 من البركة العامة,,,,,,,,,,,,,,,,,
vip,benefitTripleExposureDetail2,└ 大幅提升配對成功率,└ 大幅提升配对成功率,└ Significantly increase match success rate,,,,,,,,,,,,,,└ زيادة كبيرة في معدل النجاح في المطابقة,,,,,,,,,,,,,,,,,
vip,benefits,🎁 VIP 權益：,🎁 VIP 权益：,🎁 VIP Benefits:,,,,,,,,,,,,,,🎁 فوائد VIP:,,,,,,,,,,,,,,,,,
vip,benefitsEnabled,✨ VIP 權益已啟用：,✨ VIP 权益已启用：,✨ VIP benefits have been activated:,,,,,,,,,,,,,,✨ تم تفعيل مزايا VIP:,,,,,,,,,,,,,,,,,
vip,benefitsTitle,🎁 VIP 權益：,🎁 VIP 权益：,🎁 VIP benefits:,,,,,,,,,,,,,,🎁 مزايا VIP:,,,,,,,,,,,,,,,,,
vip,buttonCancel,❌ 取消,❌ 取消,❌ Cancel,,,,,,,,,,,,,,❌ إلغاء,,,,,,,,,,,,,,,,,
